-ί|n15907
ἀφυπνίζω|n5869
ἀφυπνόω|n5870
ἀφυσγετός|n5871
ἀφόβητος|n5810
ἀφόρητος|n5820
ἀφόρμικτος|n5826
ἀφόρυκτος|n5829
ἀφύη|n5861
ἀφύλακτος|n5866
ἀφύσσω|n5872
ἀφώνητος|n5873
ἀφῆλιξ|n5769
ἀχάλινος|n5881
ἀχάλκεος|n5883
ἀχάλκευτος|n5884
ἀχάλκωτος|n5887
ἀχάνη|n5888
ἀχάριστος|n5894
ἀχάριτος|n5895
ἀχέρων|n5908
ἀχέω1|n5910
ἀχέω|n5910
ἀχήν|n5912
ἀχίλλειος|n5920
ἀχίτων|n5922
ἀχαία1|@
ἀχαία2|@
ἀχαία|@
ἀχαίνης|n5879
ἀχαιίς|n5878
ἀχαιικός|n5877
ἀχαιός|n5880
ἀχαλίνωτος|n5882
ἀχαλκέω|n5885
ἀχανής|n5889
ἀχαράκωτος|n5890
ἀχαριστέω|n5892
ἀχαριστία|n5893
ἀχαρναί|n5896
ἀχαρνεύς|n5897
ἀχαρνικός|n5898
ἀχείμαντος|n5899
ἀχείρωτος|n5902
ἀχειροποίητος|n5900
ἀχελωίδες|n5903
ἀχελῷος|n5904
ἀχερωίς|n5907
ἀχερόντιος|n5906
ἀχεύω|n5909
ἀχηνία|n5911
ἀχθίζω|n5915
ἀχθεινός|n5913
ἀχθηδών|n5914
ἀχθοφορέω|n5918
ἀχθοφόρος|n5919
ἀχιλλεύς|n5921
ἀχλαινία|n5923
ἀχλυόεις|n5926
ἀχλύς|n5927
ἀχλύω|n5928
ἀχρήματος|n5938
ἀχρήμων|n5940
ἀχρεῖος|n5936
ἀχρηματία|n5937
ἀχρημοσύνη|n5939
ἀχρηστία|n5941
ἀχρώματος|n5944
ἀχυρμιά|n5947
ἀχυρός|n5949
ἀχυρότριψ|n5950
ἀχόρευτος|n5932
ἀχώριστος|n5951
ἀψήφιστος|n5957
ἀψίνθιον|n5963
ἀψεγής|n5953
ἀψευδέω|n5955
ἀψευδής|n5956
ἀψεύδεια|n5954
ἀψυχία|n5972
ἀψόρροος|n5966
ἀψόφητος|n5969
ἀωρί|n5978
ἀωρία|n5977
ἀωρόνυκτος|n5979
ἀωτέω|n5982
ἀόρατος|n3586
ἀόργητος|n3588
ἀόριστος|n3589
ἀόχλητος|n3597
ἁβροβάτης|n43
ἁβροδίαιτος|n46
ἁβροκόμης|n47
ἁβροπέδιλος|n50
ἁβροχίτων|n58
ἁβρόβιος|n44
ἁβρόγοος|n45
ἁβρόπηνος|n51
ἁβρόπλουτος|n52
ἁβρός|n53
ἁβρότης|n55
ἁβρότιμος|n56
ἁβρύνω|n60
ἁγίζω|n162
ἁγηλατέω|n151
ἁγιασμός|n161
ἁγιστεία|n165
ἁγιστεύω|n166
ἁγιωσύνη|n167
ἁγνίζω|n219
ἁγνεία|n216
ἁγνεύω|n218
ἁγνιστέος|n221
ἁγνόρυτος|n225
ἁγνός|n227
ἁγνότης|n228
ἁδροσύνη|n469
ἁδροτής|n470
ἁδρόομαι|n467
ἁδρός|n468
ἁδρύνω|n472
ἁλάδρομος|n1302
ἁλάτιον|n1335
ἁλής|n1412
ἁλία1|n1422
ἁλία|n1422
ἁλίβρεκτος|n1426
ἁλίδονος|n1428
ἁλίζω1|@
ἁλίζω2|@
ἁλίζω|@
ἁλίζωνος|n1436
ἁλίζωος|n1437
ἁλίκλυστος|n1443
ἁλίκτυπος|n1444
ἁλίξαντος|n1456
ἁλίπεδον|n1462
ἁλίπλαγκτος|n1463
ἁλίπληκτος|n1466
ἁλίπλοος|n1467
ἁλίρραντος|n1471
ἁλίρροθος|n1473
ἁλίρρυτος|n1474
ἁλίσκομαι|n1477
ἁλίστονος|n1479
ἁλίστρεπτος|n1481
ἁλίτρυτος|n1493
ἁλίτυπος|n1494
ἁλίτυρος|n1495
ἁλιάδης|n1418
ἁλιάετος|n1419
ἁλιήρης|n1438
ἁλιαής|n1420
ἁλιανθής|n1421
ἁλιεία|n1429
ἁλιερκής|n1430
ἁλιευτικός|n1432
ἁλιεύς|n1431
ἁλιεύω|n1433
ἁλικαρνασσεύς|n1440
ἁλικαρνασσόθεν|n1441
ἁλικαρνασσός|n1442
ἁλικύμων|n1445
ἁλιμυρήεις|n1448
ἁλιμυρής|n1449
ἁλινήκτειρα|n1452
ἁλινηχής|n1453
ἁλιοτρεφής|n1459
ἁλιπλανής|n1464
ἁλιπλανία|n1465
ἁλιπόρος|n1468
ἁλιπόρφυρος|n1469
ἁλιρραγής|n1470
ἁλιρρόθιος|n1472
ἁλιστός|n1480
ἁλιτέρμων|n1484
ἁλιτενής|n1483
ἁλιφθορία|n1496
ἁλιφθόρος|n1497
ἁλιόω|n1460
ἁλμυρός|n1568
ἁλοσύδνη|n1583
ἁλουργής|n1585
ἁλουργίς|n1586
ἁλτικός|n1596
ἁλυκίς|n1597
ἁλωάς|n1621
ἁλωίτης|n1624
ἁλωεινός|n1622
ἁλωτός|n1636
ἁλόθεν|n1577
ἁλότριψ|n1584
ἁλώσιμος|n1633
ἁμάμαξυς|n1651
ἁμάξιτος|n1659
ἁμάξοικος|n1660
ἁμάρτημα|n1670
ἁμίλλημα|n1772
ἁμαξήρης|n1655
ἁμαξίς|n1657
ἁμαξίτης|n1658
ἁμαξεύς|n1653
ἁμαξεύω|n1654
ἁμαξιαῖος|n1656
ἁμαξοπηγός|n1661
ἁμαξοπληθής|n1662
ἁμαξουργός|n1663
ἁμαρτάνω|n1669
ἁμαρτία|n1673
ἁμαρτίνοος|n1674
ἁμαρτητικός|n1672
ἁμαρτοεπής|n1675
ἁμαρτωλή|n1678
ἁμαρτωλός|n1679
ἁμαρτῆ|n1671
ἁματροχάω|n1683
ἁματροχιά|n1684
ἁμιλλάομαι|n1770
ἁμιλλητήρ|n1773
ἁμοῦ|n1831
ἁμόθεν|n1808
ἁμός1|@
ἁμός2|@
ἁμός|@
ἁμόχθησα|n1835
ἁμῆ|n1758
ἁνία|n2916
ἁνδάνω|n2591
ἁπάντῃ|n3686
ἁπαλοτρεφής|n3655
ἁπαλόθριξ|n3652
ἁπαλός|n3653
ἁπαλότης|n3654
ἁπαλόφρων|n3656
ἁπαλόχροος|n3657
ἁπαλύνω|n3658
ἁπανταχοῦ|n3683
ἁπανταχόθεν|n3680
ἁπανταχόθι|n3681
ἁπανταχόσε|n3682
ἁπανταχῆ|n3679
ἁπαξάπας|n3692
ἁπαξαπλῶς|n3693
ἁπερεί|n3839
ἁπλοίζομαι|n3921
ἁπλοίς|n3922
ἁπλοκύων|n3924
ἁπλόος|n3926
ἁπλότης|n3927
ἁπλόω|n3929
ἁπλῶς|n3932
ἁπτός|n4645
ἁρμάμαξα|n4851
ἁρμάτειος|n4853
ἁρμαλία|n4850
ἁρματήλατος|n4858
ἁρματεύω|n4854
ἁρματηλάτης|n4857
ἁρματηλασία|n4855
ἁρματηλατέω|n4856
ἁρματοδρομία|n4859
ἁρματοπηγός|n4861
ἁρματοτροφέω|n4862
ἁρματοτροφία|n4863
ἁρματοτροχιά|n4864
ἁρματωλία|n4865
ἁρματόκτυπος|n4860
ἁρμολογέω|n4870
ἁρμονία|n4871
ἁρμονικός|n4872
ἁρμοστής|n4874
ἁρμοῖ|n4869
ἁρμόδιος|n4867
ἁρμόζω|n4868
ἁρμός|n4873
ἁρμόστωρ|n4875
ἁρπάγη|n4907
ἁρπάγιμος|n4909
ἁρπάζω|n4911
ἁρπάξανδρος|n4917
ἁρπαγή|n4908
ἁρπαγμός|n4910
ἁρπακτήρ|n4912
ἁρπακτικός|n4913
ἁρπακτός|n4914
ἁρπαλέος|n4915
ἁρπαλίζω|n4916
ἁρπαστός|n4920
ἁρπεδόνη|n4921
ἁφάω|n5741
ἁφή|n5771
ἁψίκορος|n5959
ἁψίμαχος|n5962
ἁψίς|n5965
ἁψιδόομαι|n5958
ἁψιμαχέω|n5960
ἁψιμαχία|n5961
ἄαπτος|n2
ἄατος1|n3
ἄατος|n3
ἄβαλε|n8
ἄβατος|n14
ἄβιος1|n23
ἄβιος|n23
ἄβλητος|n29
ἄβουλος|n40
ἄβρομος|n49
ἄβροτος|n57
ἄβροχος|n59
ἄβυδος|n63
ἄβυσσος|n64
ἄγαλμα|n84
ἄγαμαι|n86
ἄγαμος|n92
ἄγαν|n102
ἄγγαρος|n120
ἄγγελμα|n127
ἄγγελος|n128
ἄγγος|n129
ἄγε|n145
ἄγερσις|n147
ἄγευστος|n150
ἄγη1|n155
ἄγη|n155
ἄγημα|n152
ἄγκαθεν|n169
ἄγκαλος|n173
ἄγκιστρον|n177
ἄγκος|n180
ἄγκυρα|n193
ἄγλις|n210
ἄγλωσσος|n211
ἄγναμπτος|n214
ἄγναφος|n215
ἄγνοια|n224
ἄγνος|n226
ἄγνυμι|n229
ἄγνωστος|n235
ἄγονος|n237
ἄγοος|n238
ἄγος1|n255
ἄγος|n255
ἄγρα|n259
ἄγραπτος|n258
ἄγραυλος|n261
ἄγραφος|n262
ἄγρευμα|n267
ἄγριος|n276
ἄγροικος|n287
ἄγρυπνος|n299
ἄγρωστις|n301
ἄγυρις|n308
ἄγχι|n323
ἄγχιστος|n332
ἄγχουρος1|n343
ἄγχουρος|n343
ἄγχω|n345
ἄγω|n367
ἄδαιτος|n372
ἄδαστος|n381
ἄδεια1|n383
ἄδεια|n383
ἄδειπνος|n385
ἄδερκτος|n397
ἄδεσμος|n398
ἄδετος|n400
ἄδηκτος|n405
ἄδηλος|n408
ἄδηρις|n412
ἄδικος|n438
ἄδιψος|n442
ἄδμητος|n444
ἄδολος|n451
ἄδοξος|n456
ἄδοτος|n458
ἄδουλος|n459
ἄδραστος|n463
ἄδυτον|n477
ἄδυτος|n478
ἄδων|n482
ἄδωνις|n481
ἄδωρος|n486
ἄεισμα|n506
ἄελλα|n517
ἄελπτος|n526
ἄεσα|n549
ἄζα|n557
ἄζηλος|n559
ἄζυγος|n565
ἄζυμος|n566
ἄζυξ|n567
ἄζω1|n568
ἄζω|n568
ἄζωστος|n569
ἄημα|n581
ἄημι|n582
ἄησις|n584
ἄητος1|n590
ἄητος|n590
ἄθαπτος|n598
ἄθελκτος|n604
ἄθεμις|n605
ἄθεος1|n608
ἄθεος|n608
ἄθερμος|n614
ἄθεσμος|n615
ἄθετος|n618
ἄθηλυς|n620
ἄθηρος|n631
ἄθικτος|n634
ἄθλημα|n637
ἄθλησις|n638
ἄθλιος|n640
ἄθολος|n647
ἄθραυστος|n651
ἄθροισις|n655
ἄθροισμα|n656
ἄθρυπτος|n659
ἄθυμος|n663
ἄθυρμα|n664
ἄθυρος|n666
ἄθυρσος|n669
ἄθυτος|n672
ἄθως|n677
ἄθῳος|n673
ἄιδρις|n746
ἄιρος|n893
ἄισος|n906
ἄιστος|n908
ἄκαινα|n976
ἄκαιρος|n978
ἄκακος|n982
ἄκαμπτος|n996
ἄκανθα|n997
ἄκανθος|n1002
ἄκαπνος|n1004
ἄκαρπος|n1012
ἄκατος|n1027
ἄκαυστος|n1028
ἄκεντρος|n1033
ἄκερκος|n1040
ἄκεσις|n1044
ἄκεσμα|n1045
ἄκημα|n1062
ἄκικυς|n1073
ἄκιος|n1077
ἄκλαστος|n1083
ἄκλαυστος|n1084
ἄκλειστος|n1088
ἄκληρος|n1090
ἄκλητος|n1092
ἄκλυστος|n1094
ἄκμηνος|n1098
ἄκμητος|n1101
ἄκμων|n1104
ἄκνηστις|n1105
ἄκνισος|n1106
ἄκοιτις|n1111
ἄκολος|n1116
ἄκομος|n1124
ἄκομπος|n1126
ἄκομψος|n1127
ἄκοπος|n1144
ἄκορος|n1147
ἄκος|n1152
ἄκοσμος|n1151
ἄκουρος|n1157
ἄκουσμα|n1159
ἄκρα|n1169
ἄκραντος|n1168
ἄκρατος|n1178
ἄκρηβος|n1188
ἄκρις|n1198
ἄκριτος|n1201
ἄκρον|n1238
ἄκρος|n1250
ἄκρυπτος|n1260
ἄκτητος|n1278
ἄκτιος|n1280
ἄκτιτος|n1283
ἄκτωρ|n1284
ἄκυλος|n1286
ἄκυμος|n1288
ἄκυρος|n1290
ἄκων1|n1295
ἄκων|n1295
ἄκωπος|n1296
ἄλαλκε|n1317
ἄλαλος|n1320
ἄλαστος|n1333
ἄλγημα|n1340
ἄλγησις|n1341
ἄλγος|n1344
ἄλειμμα|n1358
ἄλεισον|n1360
ἄλειφαρ|n1362
ἄλειψις|n1364
ἄλεκτρος|n1367
ἄλευρον1|n1395
ἄλευρον|n1395
ἄλη|n1410
ἄλημα|n1408
ἄληπτος|n1411
ἄληστος|n1413
ἄλθομαι|n1417
ἄλιθος|n1439
ἄλινος|n1455
ἄλκαρ|n1499
ἄλκιμος|n1503
ἄλλαγμα|n1510
ἄλληκτος1|n1523
ἄλληκτος|n1523
ἄλλιστος|n1530
ἄλλοθεν|n1538
ἄλλοθι|n1539
ἄλλος|n1548
ἄλλοσε|n1547
ἄλλοτε|n1549
ἄλλου|n1558
ἄλλοφος|n1559
ἄλλυδις|n1564
ἄλλως|n1565
ἄλλῃ|n1529
ἄλοβος|n1570
ἄλογος|n1575
ἄλοξ|n1582
ἄλουτος|n1588
ἄλοφος|n1589
ἄλοχος|n1590
ἄλπνιστος|n1591
ἄλσος|n1593
ἄλυξις|n1601
ἄλυπος|n1603
ἄλυρος|n1604
ἄλυς|n1609
ἄλυτος|n1611
ἄλφιτον|n1617
ἄμ|n1838
ἄμαθος|n1643
ἄμαλλα|n1648
ἄμαξα|n1652
ἄμαχος|n1692
ἄμβροτος|n1711
ἄμειψις|n1720
ἄμεμπτος|n1731
ἄμετρος|n1752
ἄμη|n1757
ἄμης|n1759
ἄμητος|n1761
ἄμικτος|n1769
ἄμισθος|n1779
ἄμμορος|n1787
ἄμμος1|n1788
ἄμμος|n1788
ἄμμων|n1791
ἄμνηστος|n1800
ἄμοιρος|n1816
ἄμομφος|n1821
ἄμορος|n1825
ἄμορφος|n1827
ἄμοτος|n1830
ἄμουσος|n1833
ἄμοχθος|n1836
ἄμπαλος|n1837
ἄμπελος|n1844
ἄμπυξ|n1855
ἄμπωτις|n1856
ἄμυγμα|n1859
ἄμυδις|n1860
ἄμυλος|n1869
ἄμυστις|n1881
ἄμφαδος|n1887
ἄμφοδον|n2079
ἄμφω|n2091
ἄμφωτος|n2092
ἄμωμος|n2094
ἄν1|@
ἄν2|@
ἄν|@
ἄναγνος|n2141
ἄναθλος|n2206
ἄναιμος|n2219
ἄνακες|n2253
ἄναλκις|n2316
ἄναλμος|n2318
ἄναλτος2|n2323
ἄναλτος|n2323
ἄνανδρος|n2364
ἄναντα|n2375
ἄναξ|n2383
ἄναρθρος|n2445
ἄναρκτος|n2449
ἄναρχος|n2471
ἄνασσα|n2487
ἄνατος|n2527
ἄναυδος|n2541
ἄναυλος1|n2542
ἄναυλος|n2542
ἄναυρος|n2543
ἄναυς|n2544
ἄνδηρον|n2592
ἄνδιχα|n2593
ἄνειμι|n2673
ἄνελπις|n2702
ἄνεμος|n2711
ἄνεργος|n2759
ἄνεσις|n2771
ἄνετος|n2775
ἄνευ|n2780
ἄνευθε|n2776
ἄνευκτος|n2779
ἄνεω|n2789
ἄνη|n2815
ἄνηβος|n2792
ἄνηθον|n2797
ἄνθειον|n2825
ἄνθεμον|n2831
ἄνθη|n2842
ἄνθος1|n2865
ἄνθος|n2865
ἄνθραξ|n2874
ἄνθρωπος|n2894
ἄνιος|n2931
ἄνιππος|n2932
ἄνιπτος|n2934
ἄνισος|n2935
ἄνοδος1|@
ἄνοδος2|@
ἄνοδος|@
ἄνοια|n2950
ἄνοικος|n2955
ἄνοικτος|n2959
ἄνοιξις|n2964
ἄνοιστος|n2966
ἄνολβος|n2971
ἄνομβρος|n2976
ἄνομος|n2990
ἄνοος|n2992
ἄνοπλος|n2994
ἄνορμος|n2999
ἄνοσος|n3008
ἄνοστος|n3012
ἄντα|n3065
ἄνταθλος|n3026
ἄντανδρος|n3047
ἄντην|n3140
ἄντηστις|n3145
ἄντικρυς|n3238
ἄντιτος|n3420
ἄντλημα|n3457
ἄντλος|n3459
ἄντομαι|n3461
ἄντρον|n3468
ἄντυξ|n3470
ἄνυδρος|n3477
ἄνυμφος|n3481
ἄνυσις|n3495
ἄνω1|@
ἄνω2|@
ἄνω|@
ἄνωγα|n3504
ἄνωθεν|n3506
ἄνωρος|n3518
ἄξεινος|n3527
ἄξενος|n3526
ἄξεστος|n3528
ἄξιος|n3556
ἄξυλος|n3567
ἄξων|n3569
ἄοζος1|n3570
ἄοζος|n3570
ἄοικος|n3580
ἄοινος|n3581
ἄοκνος|n3582
ἄοπλος|n3585
ἄορ|n3591
ἄορνος|n3590
ἄουτος|n3596
ἄπαγε|n3601
ἄπαις|n3627
ἄπαππος|n3697
ἄπαργμα|n3708
ἄπαρνος|n3717
ἄπαρχος|n3728
ἄπαστος|n3732
ἄπαυστος|n3754
ἄπεδος|n3760
ἄπειμι1|@
ἄπειμι2|@
ἄπειμι|@
ἄπειρος1|@
ἄπειρος2|@
ἄπειρος|@
ἄπεπλος|n3830
ἄπεφθος|n3866
ἄπηρος|n3884
ἄπιον|n3895
ἄπιος1|@
ἄπιος2|@
ἄπιος|@
ἄπιστος|n3903
ἄπλαστος|n3911
ἄπλατος|n3912
ἄπλεκτος|n3913
ἄπλετος|n3914
ἄπλευστος|n3915
ἄπληκτος|n3916
ἄπληστος|n3919
ἄπλοια|n3920
ἄπλοος|n3925
ἄπλουτος|n3928
ἄπλυτος|n3931
ἄπνευστος|n3934
ἄπνοος|n3935
ἄποθεν|n4040
ἄποικος|n4073
ἄποινα|n4077
ἄπολις|n4195
ἄπονος|n4276
ἄποπτος|n4341
ἄπορος|n4354
ἄποτμος|n4502
ἄποτος|n4507
ἄπουρος|n4524
ἄπους|n4526
ἄποψις|n4588
ἄπρακτος|n4595
ἄπρατος|n4598
ἄπριγδα|n4604
ἄπροικος|n4612
ἄπταιστος|n4641
ἄπτερος|n4642
ἄπυρος|n4650
ἄπυστος|n4652
ἄπωθεν|n4655
ἄπωσις|n4660
ἄραβος|n4669
ἄραγμα|n4670
ἄργιλλα|n4702
ἄργιλλος|n4703
ἄργμα|n4709
ἄργος|n4717
ἄργυρος|n4742
ἄργυφος|n4750
ἄρδην|n4755
ἄρδις|n4756
ἄρδω|n4758
ἄρειος|n4762
ἄρεσκος|n4770
ἄρηξις|n4781
ἄρης|n4782
ἄρθμιος|n4786
ἄρθρον|n4788
ἄριοι|n4804
ἄριστον|n4828
ἄριστος|n4830
ἄρκεσις|n4838
ἄρκιος1|n4841
ἄρκιος|n4841
ἄρκτος|n4843
ἄρκυς|n4846
ἄρμενα|n4866
ἄρνειος|n4878
ἄρνησις|n4884
ἄρνυμαι|n4887
ἄροσις|n4889
ἄροτος|n4891
ἄροτρον|n4898
ἄρουρα|n4902
ἄρρατος|n4925
ἄρραφος|n4926
ἄρρεκτος|n4927
ἄρρηκτος|n4932
ἄρρητος|n4934
ἄρρις|n4940
ἄρριχος|n4941
ἄρρυθμος|n4944
ἄρρωστος|n4952
ἄρσην|n4954
ἄρσις|n4956
ἄρταμος|n4959
ἄρτεμις|n4965
ἄρτημα|n4968
ἄρτι|n4995
ἄρτιος|n4991
ἄρτισις|n4996
ἄρτος|n5015
ἄρτυμα|n5018
ἄρχω|n5084
ἄρχων|n5083
ἄρω|n5090
ἄρωμα1|@
ἄρωμα2|@
ἄρωμα|@
ἄρωστος|n5092
ἄσακτος|n5093
ἄσαντος|n5098
ἄσαρκος|n5101
ἄσβεστος|n5104
ἄσεπτος|n5115
ἄση|n5118
ἄσημος|n5117
ἄσικχος|n5131
ἄσιος|n5133
ἄσις|n5134
ἄσιτος|n5137
ἄσκαλος|n5139
ἄσκεπτος|n5145
ἄσκευος|n5147
ἄσκημα|n5150
ἄσκηνος|n5151
ἄσκησις|n5152
ἄσκιος|n5156
ἄσκοπος1|@
ἄσκοπος2|@
ἄσκοπος|@
ἄσκωμα|n5166
ἄσμενος|n5170
ἄσοφος|n5172
ἄσπαρτος|n5176
ἄσπασμα|n5178
ἄσπειστος|n5182
ἄσπερμος|n5183
ἄσπετος|n5185
ἄσπιλος|n5193
ἄσπλαγχνος|n5197
ἄσπονδος|n5198
ἄστακτος|n5208
ἄστατος|n5213
ἄσταχυς|n5216
ἄστεπτος|n5223
ἄστηλος|n5232
ἄστιβος|n5237
ἄστικτος|n5239
ἄστολος|n5241
ἄστομος|n5242
ἄστοργος|n5244
ἄστοχος|n5247
ἄστρεπτος|n5259
ἄστρον|n5267
ἄστροφος|n5268
ἄστρωτος|n5271
ἄστυ|n5284
ἄστυδε|n5275
